1000
85	12
69	64
31	90
55	72
72	76
98	4
30	78
61	46
62	74
94	66
82	44
67	42
10	51
56	69
55	91
93	28
93	65
75	4
61	30
11	67
77	56
30	31
27	17
86	48
17	15
62	55
17	66
53	52
89	93
53	12
90	86
92	85
52	82
44	36
64	58
21	1
98	88
4	16
30	27
74	15
54	41
63	41
12	15
65	30
66	77
24	67
12	65
70	16
72	90
1	54
68	66
23	16
72	4
28	39
37	28
93	19
94	70
35	93
74	74
66	68
7	88
96	81
14	30
72	20
17	5
35	87
24	67
97	28
29	90
63	8
98	69
60	36
44	20
26	20
67	49
41	30
40	42
99	42
15	40
47	94
87	29
2	46
55	43
17	18
21	98
11	81
54	9
75	4
96	26
80	12
26	62
55	70
65	26
49	37
22	58
81	59
47	61
47	60
18	10
69	20
82	66
21	21
41	38
88	18
40	17
16	75
26	98
87	56
26	7
56	99
58	32
46	81
54	12
71	16
99	53
62	87
28	21
23	82
99	89
74	90
38	98
7	24
68	82
87	85
13	13
55	14
17	50
9	13
87	96
84	18
7	39
35	34
97	14
66	25
52	45
70	18
59	64
64	40
9	3
95	54
36	44
98	3
20	99
81	27
34	58
89	90
97	48
39	93
33	9
29	63
27	49
52	44
7	96
37	7
40	5
25	97
82	28
91	85
24	78
23	80
82	17
29	3
71	48
42	86
24	23
60	50
84	3
68	17
17	25
52	75
2	46
66	58
26	38
22	62
3	64
94	81
52	10
22	32
63	55
83	64
13	99
8	64
5	48
89	65
75	59
39	70
46	24
10	83
35	56
86	14
55	91
88	51
96	46
6	84
25	82
77	33
97	35
20	61
5	46
16	75
93	81
36	19
79	41
67	100
73	38
65	60
84	74
71	97
42	86
6	78
59	28
34	96
90	26
18	73
35	20
8	74
8	45
6	45
67	74
19	19
45	15
44	5
56	10
63	94
67	93
81	13
65	97
74	95
19	12
7	79
82	7
45	16
98	68
14	66
16	35
33	15
44	11
78	56
88	64
18	62
75	72
10	8
9	100
97	76
12	17
32	72
56	83
10	39
73	59
29	4
42	98
51	75
100	38
27	19
84	9
87	19
19	92
17	95
27	69
29	17
96	83
91	75
71	1
42	17
8	48
36	50
69	88
10	8
69	12
31	9
91	60
61	18
70	70
25	6
31	28
69	20
49	48
47	43
11	1
70	55
86	28
35	11
55	35
100	95
71	92
83	1
13	30
89	44
62	27
66	78
94	53
40	27
20	65
36	37
37	91
11	41
73	32
67	84
59	28
50	74
12	27
49	37
72	6
64	38
72	15
27	84
12	91
93	38
76	53
55	8
96	50
39	61
33	95
27	100
29	95
59	64
43	89
75	43
36	95
78	100
74	91
98	40
70	18
79	82
39	24
22	41
88	45
23	21
98	90
45	84
68	79
31	10
26	41
22	83
9	62
39	57
90	96
8	73
70	89
41	4
12	34
98	35
50	13
2	40
50	72
75	34
74	25
7	54
60	1
67	12
99	41
58	92
18	3
33	24
81	59
75	34
60	60
3	83
23	80
27	79
56	77
37	64
65	1
53	6
6	40
14	99
3	16
11	13
39	63
89	63
11	28
70	58
29	30
5	40
63	37
61	83
70	78
84	60
56	2
6	72
34	41
20	37
29	39
90	95
60	91
57	80
1	51
63	99
30	89
34	27
74	87
49	4
90	100
51	1
72	71
52	87
95	50
97	83
37	51
92	42
60	15
32	95
75	59
77	98
34	63
37	2
96	35
27	52
32	95
73	10
24	15
89	44
21	81
30	89
13	30
6	12
8	43
58	8
85	6
68	30
54	88
83	97
70	34
37	87
99	100
75	69
10	79
61	10
99	73
84	57
50	20
31	23
24	26
100	3
89	58
49	28
38	58
39	46
58	27
35	50
59	39
6	10
71	29
19	23
18	85
45	4
31	34
50	52
85	29
59	51
47	24
59	7
4	70
89	89
37	42
30	18
81	76
66	52
38	2
63	63
42	32
5	33
68	50
32	41
54	58
29	44
4	40
62	11
67	18
23	83
24	78
61	33
91	22
53	80
2	8
51	67
67	17
60	24
70	40
80	37
48	30
88	99
65	17
86	45
29	73
24	86
72	43
91	92
42	57
89	73
4	75
19	46
44	95
7	24
56	3
55	64
90	93
32	29
33	50
43	54
27	6
65	89
40	40
85	39
74	62
86	74
52	67
32	54
56	33
32	2
8	49
82	68
77	39
80	5
37	46
60	39
90	65
69	34
9	76
54	65
48	34
85	42
88	40
78	31
30	89
52	68
86	83
44	20
3	40
22	98
42	58
